434538.215235,4462448.05477
434538.003249,4462447.91267
434537.780605,4462447.78288
434537.551,4462447.65075
434537.245254,4462447.57404
434537.018151,4462447.43633
434536.777368,4462447.3054
434536.545993,4462447.16514
434536.292515,4462447.04025
434536.057151,4462446.89725
434535.816868,4462446.75873
434535.573872,4462446.61764
434535.360558,4462446.45318
434535.113725,4462446.31064
434534.871006,4462446.16882
434534.617068,4462446.02357
434534.293682,4462445.93795
434534.04766,4462445.79097
434533.796218,4462445.6396
434533.548914,4462445.49171
434533.236637,4462445.38065
434532.980715,4462445.23523
434532.711848,4462445.08346
434532.448083,4462444.93201
434532.211496,4462444.76238
434531.94504,4462444.61095
434531.688951,4462444.4463
434531.423745,4462444.29209
434531.146237,4462444.14002
434530.879335,4462443.98619
434530.606568,4462443.82557
434530.339739,4462443.66379
434530.08376,4462443.49562
434529.811709,4462443.33592
434529.543531,4462443.16564
434529.267224,4462443.00523
434528.958443,4462442.87268
434528.696736,4462442.69734
434528.417819,4462442.52993
434528.133924,4462442.37644
434527.831506,4462442.22643
434527.559244,4462442.05878
434527.283446,4462441.89171
434527.000193,4462441.73062
434526.769466,4462441.51839
434526.490337,4462441.35912
434526.209949,4462441.18543
434525.925631,4462441.01584
434525.671926,4462440.81602
434525.374453,4462440.66468
434525.086895,4462440.49716
434524.804553,4462440.32681
434524.520218,4462440.15519
434524.228693,4462439.98752
434523.945456,4462439.812
434523.65098,4462439.64695
434523.398939,4462439.44304
434523.101939,4462439.26468
434522.808616,4462439.1183
434522.512756,4462438.94067
434522.221369,4462438.77263
434521.929165,4462438.60829
434521.63574,4462438.43379
434521.345581,4462438.26037
434521.072741,4462438.07514
434520.7795,4462437.90564
434520.49674,4462437.73604
434520.203988,4462437.55764
434519.916162,4462437.37551
434519.623301,4462437.20082
434519.32875,4462437.02725
434519.037083,4462436.85958
434518.796,4462436.6454
434518.492609,4462436.48134
434518.214596,4462436.28765
434517.928026,4462436.11975
434517.619243,4462435.95445
434517.318367,4462435.78649
434517.017221,4462435.62001
434516.720759,4462435.43832
434516.452199,4462435.25675
434516.147902,4462435.06995
434515.849598,4462434.90456
434515.551339,4462434.72806
434515.24134,4462434.56962
434514.935347,4462434.39948
434514.642264,4462434.21554
434514.341308,4462434.03833
434514.02359,4462433.87181
434513.720941,4462433.69535
434513.427463,4462433.51493
434513.129526,4462433.34287
434512.805919,4462433.18307
434512.498908,4462433.00998
434512.202213,4462432.81793
434511.908591,4462432.63714
434511.619191,4462432.45335
434511.31624,4462432.27468
434511.034531,4462432.09582
434510.732238,4462431.9114
434510.412381,4462431.74324
434510.108014,4462431.56476
434509.806571,4462431.38034
434509.480437,4462431.22333
434509.17618,4462431.04115
434508.870095,4462430.86047
434508.566572,4462430.68125
434508.261069,4462430.50241
434507.961577,4462430.31445
434507.65469,4462430.13933
434507.346438,4462429.95386
434507.018683,4462429.78946
434506.763472,4462429.56319
434506.460097,4462429.38471
434506.149111,4462429.21055
434505.832069,4462429.02404
434505.529688,4462428.82963
434505.221819,4462428.63935
434504.911906,4462428.45833
434504.599243,4462428.27049
434504.33579,4462428.05725
434504.017157,4462427.86705
434503.709459,4462427.6801
434503.397242,4462427.49466
434503.082441,4462427.30536
434502.769254,4462427.12233
434502.451049,4462426.93251
434502.136075,4462426.73951
434501.835369,4462426.54231
434501.514608,4462426.35158
434501.19778,4462426.15712
434500.878835,4462425.9636
434500.520511,4462425.80206
434500.33605,4462425.45418
434500.347412,4462425.31125
434499.978616,4462425.15073
434499.317078,4462424.95945
434498.991951,4462424.77172
434498.672574,4462424.57728
434498.35439,4462424.37358
434498.042977,4462424.16667
434497.712959,4462423.98638
434497.320421,4462423.83199
434497.055374,4462423.5984
434496.692846,4462423.4258
434496.37263,4462423.23266
434496.353141,4462423.0765
434496.021103,4462422.89197
434495.687645,4462422.70709
434495.363156,4462422.51121
